BULKLOAD data/sortedData_3_10_1000.txt 1000
QUERY 176356569 507906577 357984240
QUERY 445080308 2135019593 1151297278
QUERY 217010946 846667123 1919655804
QUERY 950777694 1354575023 210576770
QUERY 94097161 158303604 997191005
QUERY 201345764 364196342 1970034225
QUERY 1629490177 1386122429 371888680
QUERY 692842292 487191794 2078175617
QUERY 1173369081 1583887958 619175679
QUERY 560711564 413575986 179486052
QUERY 1480832247 652942916 1381543847
QUERY 258219170 466647227 582972798
QUERY 951186440 940443437 1331601568
QUERY 570240349 2004270296 1540111021
QUERY 1137638147 478307629 745792349
QUERY 1599893069 2083149517 2058907361
QUERY 390871053 1140082830 1439140172
QUERY 1059961393 2089018456 628175011
QUERY 1508909576 661362461 309572886
QUERY 2044554163 1631207466 2049197811
QUERY 859484421 1914544919 608413784
QUERY 1690815424 1933366332 1399874863
INSERT 1827524435 2102497640 919191847
QUERY 1310062900 1833949222 243444543
QUERY 188043983 2014126950 228698447
QUERY 890060908 1189256387 1769615304
QUERY 1347795651 1452573032 1964255351
QUERY 881865366 1629872743 1950138326
QUERY 1871812298 347788837 837277950
QUERY 760682775 1753744777 604969710
QUERY 1851164576 888017808 73070847
QUERY 231602422 1389867269 780821396
QUERY 568008764 214419677 286316151
QUERY 1681545190 1572255140 88639634
QUERY 746926210 1728970290 1652701270
QUERY 1335354340 87755422 889023311
QUERY 1101513929 1801979802 1315634022
QUERY 1606600117 363316653 2066148151
QUERY 871418852 2122801455 1339326423
QUERY 1553746101 1152262092 311647339
QUERY 1576184454 852087126 92819519
QUERY 322334813 1684259683 880492499
QUERY 1034514500 484238046 1775473788
QUERY 885799631 1314218593 1281830857
QUERY 184320788 1848626607 80201211
QUERY 1335354340 87755422 889023311
QUERY 1700313522 1874545820 1206674446
QUERY 1470593630 177312851 2105210525
QUERY 514820752 473891334 1389492803
QUERY 840536404 148472296 2049488897
QUERY 1493649292 1007245829 2015319199
QUERY 1702022939 1850612763 1316505735
QUERY 532646386 1564633137 1580048074
QUERY 2033669086 476564285 1088590930
INSERT 1574486766 233694996 1055640066
INSERT 748515749 1529531400 460467935
QUERY 573666704 933596911 674402557
QUERY 1154499430 990982690 1347008216
QUERY 391091185 591313492 1865036214
QUERY 250198952 516677340 165418241
QUERY 304089172 1303455736 35005211
QUERY 1509887186 119764672 686730762
QUERY 1147198697 1031589325 1244624221
QUERY 741957620 640481776 1107747442
QUERY 2130082424 973365509 231097529
QUERY 1865033882 1543678155 1840700573
QUERY 1472184324 175324309 2043588474
QUERY 1725362297 297785900 1611336688
QUERY 1668455932 924839325 729290176
QUERY 619480878 1856374729 899334107
QUERY 1609372147 869940457 153845032
QUERY 1127210541 1680476021 1426451503
QUERY 428903682 617909211 1412277685
QUERY 1051402293 1781485213 1967632854
QUERY 42999170 982906996 135497281
QUERY 1926585258 1829878520 1376539012
QUERY 304089172 1303455736 35005211
QUERY 878051463 123473348 1925203165
QUERY 904930058 1860422328 254980437
QUERY 201690613 213801961 822262754
QUERY 1974423328 1599534911 27553146
QUERY 304089172 1303455736 35005211
QUERY 505492905 895610196 512056675
QUERY 1928219639 1397849319 1722454443
QUERY 1587992726 1024027583 198628789
QUERY 551672441 604832038 833195397
QUERY 1714636915 1957747793 424238335
QUERY 719885386 1649760492 596516649
QUERY 885799631 1314218593 1281830857
QUERY 946638228 1006777125 939288131
QUERY 1926411641 1812718902 505593010
QUERY 1124734562 530406424 482417719
QUERY 14989683 1242561041 1581539848
QUERY 1749963007 1967905751 849399083
QUERY 149798315 2038664370 1129566413
QUERY 2035586989 308846135 608580149
QUERY 454416748 2068224547 568122272
QUERY 1963920830 247906197 545042417
QUERY 112718116 234815955 1696779465
QUERY 171029949 552604753 1354321179
QUERY 56236614 1644210801 242660715
QUERY 573666704 933596911 674402557
QUERY 635723058 1369133069 1125898167
QUERY 871328242 247849492 1608112644
QUERY 39848341 37623446 438485374
QUERY 828388027 1144278050 332266748
QUERY 464661174 209331367 233706647
QUERY 1947867422 1435001171 1047196295
QUERY 333359469 419786226 1038453694
QUERY 1536359305 340573924 2075699972
INSERT 1129947779 1761855727 1384724137
QUERY 247011964 1808665736 1116323015
QUERY 1889537797 1331565220 1767125139
QUERY 1681545190 1572255140 88639634
QUERY 1865033882 1543678155 1840700573
QUERY 885799631 1314218593 1281830857
QUERY 2113953046 1110304183 699776712
QUERY 969069027 167793078 244930122
QUERY 773506466 1217415497 1613950304
QUERY 198628789 995234140 2021303708
QUERY 1631596366 1308581515 354367395
QUERY 382926131 1127040702 724148075
QUERY 155324914 8936987 1982275856
QUERY 1926411641 1812718902 505593010
QUERY 1537794114 1419413069 727843428
QUERY 1154615609 309766496 457676440
QUERY 1502774186 1083189141 1243018184
QUERY 149798315 2038664370 1129566413
QUERY 2128482280 501560353 158374771
QUERY 987359759 770571220 1202640845
QUERY 1714636915 1957747793 424238335
QUERY 371591002 826782912 999416032
INSERT 522066537 1189153143 1668794409
QUERY 1658698394 1794027639 940694003
QUERY 1299707540 1262129793 869635587
QUERY 1948432483 2076334055 400660703
QUERY 712786252 806517553 1063765871
QUERY 981303315 1043353969 656635246
QUERY 992277052 284665220 1998562957
QUERY 402903177 1329202900 1503885238
QUERY 764324635 114962507 952617546
QUERY 520716454 1917957771 1190194625
QUERY 285839403 614064335 2079161257
QUERY 5084672 1463778847 568062975
QUERY 1611416945 1269833163 1632730758
QUERY 316554595 1418468232 12692331
QUERY 654887343 1529195746 392035568
QUERY 1656478042 1131176229 1653377373
QUERY 1836040215 2011882475 979577822
QUERY 1593642157 465864481 639761745
QUERY 932026304 496060028 828388027
QUERY 541639838 206496585 1886386216
QUERY 612816071 429363923 547772603
QUERY 1206266994 1420599300 1322633623
QUERY 1250822806 1833245482 1692064091
QUERY 1556462918 1819626409 2055988922
QUERY 374369755 198979245 1775428484
QUERY 371591002 826782912 999416032
QUERY 2135962564 147594215 575938993
QUERY 756898537 1734575198 1973594324
QUERY 2066120160 1206266994 1420599300
QUERY 932026304 496060028 828388027
QUERY 1108199257 543066317 197277486
QUERY 29777560 345367818 257675105
QUERY 932026304 496060028 828388027
INSERT 1430123840 1242255018 1187427397
QUERY 184803526 412776091 1424268980
INSERT 1511117184 1884412400 115000093
QUERY 612816071 429363923 547772603
QUERY 1192967873 21363101 782091583
QUERY 1700217177 1426869906 1116391568
QUERY 686714201 59770330 1189852888
QUERY 472493080 1923933022 298662559
QUERY 1979629507 351748718 1350422715
QUERY 63056055 540380270 571876647
QUERY 893920964 761267672 336428585
QUERY 1979629507 351748718 1350422715
QUERY 318333694 1680687005 1090438014
QUERY 1851329519 1778818446 146266066
QUERY 2070199088 1261227241 6555366
QUERY 29777560 345367818 257675105
QUERY 335635625 883401305 1424415507
QUERY 1244453596 196095815 819827984
QUERY 305636989 1244683190 1822101665
QUERY 475853939 2026366796 1122249809
QUERY 946482206 1780894828 2132587760
QUERY 1246331354 1056865451 1073485445
QUERY 2143493320 512976554 339980538
QUERY 324591026 1062218704 55064662
QUERY 379366797 698312496 717293418
INSERT 1695302120 768356649 1595866557
QUERY 914560116 1589147732 278058814
QUERY 2058953642 2069687307 1438456375
QUERY 108375482 202550399 1738076217
QUERY 1409822860 1886873446 1375189497
QUERY 289924554 521780300 18410471
QUERY 1376941062 100603786 1408960629
QUERY 568637651 681928291 217985588
QUERY 330546620 1279820114 356228371
QUERY 1290883088 1386353914 854047329
QUERY 612816071 429363923 547772603
QUERY 561900975 444995154 19494010
QUERY 309418564 1550396914 527386450
QUERY 69470380 716385387 626138954
QUERY 211919533 1481265238 708443037
QUERY 25109644 802438799 2004077773
QUERY 615073828 1818868837 710887989
QUERY 1502676149 329052918 821985700
QUERY 1330961679 1831588723 760582799
QUERY 1361478979 689034589 1988180237
QUERY 371591002 826782912 999416032
QUERY 1990087183 4880533 207222095
QUERY 63816220 1279176737 316321813
QUERY 521595368 294702567 1726956429
QUERY 971899228 1476153275 213975407
QUERY 1333016204 1588677538 745863593
QUERY 748515749 1529531400 460467935
QUERY 1574486766 233694996 1055640066
QUERY 191471704 1289511154 1104028380
QUERY 657150799 749527092 901482438
QUERY 1852044365 2000682414 1874459131
QUERY 502070392 1034167715 2140173533
QUERY 1581367423 1233214779 1263580957
QUERY 2143493320 512976554 339980538
QUERY 948761568 830921752 1403262999
QUERY 1608340634 956134158 1390865725
QUERY 2016764524 1717226057 1748349614
QUERY 17091749 1846409938 1963816134
QUERY 764324635 114962507 952617546
QUERY 1826750128 1921562649 186297783
QUERY 126610639 974983157 519102393
QUERY 71061648 1516935695 1831545290
QUERY 248654437 805274956 1221197734
QUERY 1107484169 1084384795 1214790563
INSERT 1402182467 610548850 632968966
QUERY 932026304 496060028 828388027
QUERY 1579524471 1273972404 592483778
QUERY 719094417 345234555 1326206371
QUERY 1189641421 1025202362 1350490027
QUERY 178814282 1406385755 1633238319
QUERY 1129947779 1761855727 1384724137
QUERY 42999170 982906996 135497281
QUERY 2076910258 1533193837 657129085
QUERY 1931101489 928096382 335486058
INSERT 1647190800 680720613 1916928191
QUERY 298191412 1200346276 1403327046
QUERY 662229153 195986667 350162945
QUERY 232787891 1914020567 1192376263
QUERY 266222407 99568484 609707131
QUERY 540326456 625017223 1176256958
QUERY 1511743016 914666118 1052820758
QUERY 461273879 6938620 256363941
QUERY 103039626 1692534070 607546728
INSERT 1888520737 957709673 571333576
QUERY 304089172 1303455736 35005211
QUERY 939882271 910053150 900205108
QUERY 846811127 1414829150 1307565984
QUERY 1330573317 603570492 1687926652
QUERY 1124734562 530406424 482417719
QUERY 950038936 1474630775 277344685
QUERY 1219933931 263419017 145186709
QUERY 330546620 1279820114 356228371
QUERY 1851876699 502182394 1574831224
QUERY 316443745 1696549109 954222218
QUERY 1972122523 1663925721 1496619041
QUERY 2077837209 1063641238 607382700
QUERY 683309587 680007057 1999337836
QUERY 337814111 998126997 881759
QUERY 2083782853 1756095042 791396296
QUERY 1376941062 100603786 1408960629
QUERY 693807394 406967877 769500843
QUERY 184803526 412776091 1424268980
QUERY 756898537 1734575198 1973594324
QUERY 1147388315 1737517723 454235975
QUERY 1452362972 256748305 1879609339
QUERY 1488220734 2138398210 1981223415
QUERY 635723058 1369133069 1125898167
QUERY 1458728060 1514346896 284122032
QUERY 392574011 1669817857 929783631
QUERY 770361246 1178835412 674426555
QUERY 2111853295 751709361 742499321
INSERT 1008457666 474625012 616250886
QUERY 607165449 1035244944 1414376621
QUERY 1124734562 530406424 482417719
QUERY 928533185 1822654124 1320232381
QUERY 1206266994 1420599300 1322633623
QUERY 177332700 305564045 1651574882
QUERY 1507629701 1438573268 2145406847
QUERY 950881304 1221389873 1173002606
QUERY 2000295008 388813760 1702286931
QUERY 1343606042 1111783898 446340713
QUERY 1574486766 233694996 1055640066
QUERY 1700313522 1874545820 1206674446
QUERY 1857174069 1545589791 817922951
QUERY 1681545190 1572255140 88639634
QUERY 1008457666 474625012 616250886
QUERY 1559395389 53404949 1877057460
QUERY 2132114218 987655112 806861727
QUERY 1819216446 1099495096 1314595508
QUERY 833264839 75276617 1910661806
INSERT 1620866408 581101110 939509589
QUERY 627153538 1073333297 1714117792
QUERY 1914711381 2102588474 1756730118
QUERY 723445143 543672876 1816792856
QUERY 1447528627 54625727 1022267402
QUERY 140210619 888055336 55002427
QUERY 597957687 1836353644 1232334604
QUERY 11671338 1395405989 271059426
QUERY 1620866408 581101110 939509589
QUERY 843180921 1145999278 271265405
QUERY 1571825916 405341089 442482781
QUERY 1155722604 35756851 2000419805
QUERY 1695302120 768356649 1595866557
QUERY 309198987 887077888 530498338
QUERY 1888520737 957709673 571333576
QUERY 811940865 1666459389 1098168837
QUERY 1057418418 995706887 1823089412
QUERY 160715005 1532530123 1896595622
QUERY 1137215215 328342428 45276451
QUERY 1902736997 556707205 309667127
QUERY 337554739 108639282 2035757022
QUERY 1811098165 710174721 1024875909
QUERY 2123044746 373947051 1073492800
QUERY 916350768 1468854062 1276234646
QUERY 419708675 579166829 207697603
QUERY 985072486 1482999518 577437215
QUERY 1700313522 1874545820 1206674446
QUERY 1082587660 1198900994 205523763
QUERY 1712268428 1932874974 689155066
QUERY 947921995 1712171054 23062189
QUERY 1299296835 18186358 104023856
QUERY 1892430639 1449228398 989241888
QUERY 1802572483 1799233683 1439972672
QUERY 1430123840 1242255018 1187427397
QUERY 2026774509 1052818916 501088883
QUERY 1511117184 1884412400 115000093
QUERY 1719609524 664502799 1040229189
QUERY 1058415548 709691201 1535321496
QUERY 1854894461 730081555 170722958
QUERY 1610695631 1697144830 687217497
QUERY 619480878 1856374729 899334107
QUERY 593333506 212409675 26262331
QUERY 12548159 576994985 411522957
QUERY 1185037200 397641365 1148521726
INSERT 1107332566 536359574 1751737835
QUERY 281276174 2146735658 2111060014
QUERY 1762680168 1303414865 1403384829
QUERY 475122431 690471744 1368293026
QUERY 1129947779 1761855727 1384724137
QUERY 1702022939 1850612763 1316505735
QUERY 1918502651 752392754 1474612399
QUERY 894964680 371591002 826782912
QUERY 1124734562 530406424 482417719
QUERY 496387191 439148632 1267939884
QUERY 932026304 496060028 828388027
QUERY 1123559445 1715725394 748139265
QUERY 2129768394 1134040403 150084506
QUERY 528433890 1238498976 646755199
QUERY 1820445510 1377882328 1147511485
QUERY 149798315 2038664370 1129566413
QUERY 1705812977 928657817 1273986264
QUERY 1393557142 543915709 1109171275
QUERY 677413022 1205142902 646252101
QUERY 1995061991 2103688051 69444267
QUERY 1662935226 838925786 1339624583
QUERY 1388391521 1272796157 1452888574
QUERY 1698487330 272312086 359147515
INSERT 930545146 1619772932 1637336066
QUERY 33768127 515940404 1322850063
QUERY 380509317 200011735 548048628
QUERY 504253031 761812811 1258501626
QUERY 1660038320 216272000 1243769942
QUERY 612816071 429363923 547772603
QUERY 684863770 474424342 1874586284
QUERY 1364438702 1022178046 812560053
QUERY 2135410116 951966463 583988229
QUERY 1132036857 1060804329 1199568276
QUERY 310586254 1659721992 2099881530
QUERY 316554595 1418468232 12692331
QUERY 1587992726 1024027583 198628789
QUERY 1587992726 1024027583 198628789
QUERY 303238858 922883852 535297508
INSERT 224090859 1399689571 344446575
QUERY 1884167637 1473442062 201305624
QUERY 612816071 429363923 547772603
QUERY 308977413 1119625673 1816455562
QUERY 1587992726 1024027583 198628789
QUERY 1433815305 1999607582 1393790666
QUERY 1535547597 2078549373 1863090086
QUERY 1115296009 1272474285 963235673
QUERY 1681545190 1572255140 88639634
QUERY 1773963288 2029020468 978467039
QUERY 1022089159 1626250262 1669679262
QUERY 388450127 915736906 101072999
QUERY 1221974018 1781507959 841834532
QUERY 1210359231 521035021 40610537
QUERY 356719802 1222590256 1891292515
QUERY 1292413412 1794292538 1209734969
QUERY 2136520918 747983652 1515450385
QUERY 428903682 617909211 1412277685
QUERY 1245466382 95275444 1974571475
QUERY 316554595 1418468232 12692331
QUERY 1967513926 1365180540 1540383426
QUERY 1346941484 628257755 991505661
QUERY 285353347 1994675953 1837869432
QUERY 730199492 1154615609 309766496
QUERY 756898537 1734575198 1973594324
QUERY 687679709 1692359398 1308218417
QUERY 359810512 1750659091 1970086681
INSERT 1345211322 948050740 919564026
QUERY 1858721860 1548348142 105575579
QUERY 1806720168 2021477009 1395042484
QUERY 1622411614 944095745 2049255288
QUERY 965056927 828489038 1211422206
QUERY 372156975 1187177203 240092024
QUERY 62695057 985204628 2135563969
QUERY 169267667 886876567 123749111
QUERY 1828405811 1349871009 787670983
QUERY 635723058 1369133069 1125898167
QUERY 1768640094 1959168920 94648401
QUERY 1747385037 823010272 1395264453
QUERY 2127231941 1577431238 1125797354
QUERY 2113556942 386753870 1853101996
QUERY 845987038 1277930067 1789613693
QUERY 429801028 1602873849 2137335935
QUERY 939882271 910053150 900205108
QUERY 1029344385 77084746 1278275643
QUERY 526056448 1416324366 1963197315
QUERY 1862292122 134591281 101323875
QUERY 45511941 1999079095 1806506595
INSERT 1129525515 1448636640 1418408182
QUERY 873798383 1599695231 1536058531
QUERY 1012836610 627992393 481928577
QUERY 1660038320 216272000 1243769942
QUERY 1955194731 1250701746 1300413891
QUERY 1647190800 680720613 1916928191
QUERY 521595368 294702567 1726956429
QUERY 1194910886 2132671376 1992208942
QUERY 718523678 109481764 1252200279
QUERY 452825171 1435218189 1135771559
QUERY 543246894 1585177161 614980131
QUERY 1865681877 1180877362 1706404069
QUERY 992277052 284665220 1998562957
QUERY 2094347227 836881504 1599296449
QUERY 1444021743 1799044646 538210980
QUERY 304089172 1303455736 35005211
QUERY 233665123 2145174067 468703135
QUERY 2044554163 1631207466 2049197811
QUERY 1700313522 1874545820 1206674446
INSERT 1999868156 157247397 1654953968
QUERY 2083955432 1584251327 140830430
