BULKLOAD Testcases/TC_3/sortedData_3_10_1000.txt 1000
QUERY 182792027 2081379949 662753491
QUERY 1343863260 1661238652 1768730407
QUERY 2117463162 1475832343 404160748
QUERY 1041267566 457540209 1409069131
QUERY 410313699 97372445 461411200
QUERY 650248579 1201870235 115854949
QUERY 1026596585 1780940878 1302470158
QUERY 837698638 1648559272 97755763
QUERY 827359955 264599733 1553655171
QUERY 1627011760 878423252 2120299221
QUERY 1289999769 271434996 1540990542
QUERY 1318284980 1610261699 128907676
INSERT 664648286 244762626 269324435
QUERY 1649037623 214675114 235692647
QUERY 1388389756 1127005797 344627105
QUERY 84729141 228856935 1685246781
QUERY 524597983 1484586021 1545086957
INSERT 572264571 548428069 1617145755
QUERY 1008579225 320552069 1206433185
QUERY 294331392 1113354851 684606794
QUERY 1955966005 466437492 1487748027
QUERY 356982765 1544767124 1904621090
QUERY 1154809838 1690792875 1269882759
QUERY 23593744 1897839105 1939913087
QUERY 340857508 1630949191 1625100176
QUERY 182792027 2081379949 662753491
QUERY 741363789 918852997 808885227
QUERY 1275322719 730944529 218586970
QUERY 1041167119 1125677618 795156645
QUERY 283138141 1457139895 1855279750
QUERY 1651563586 1169274424 1601196343
QUERY 1047308406 425729437 821078297
QUERY 169596639 1814705428 1618831302
QUERY 1080963337 1151310861 401833719
QUERY 1211664577 1515237227 398679879
QUERY 2060661082 1403566392 734212932
QUERY 1351551232 1493977169 1694649062
QUERY 30203018 1673339219 269759045
QUERY 1156297986 1134409811 520024957
INSERT 1473231113 1799730805 1984315759
QUERY 1111772390 1666576069 1933876565
QUERY 2113969473 112295177 1818622347
QUERY 786231493 1805012702 2063004510
QUERY 664648286 244762626 269324435
QUERY 1232933528 1851367492 884563560
INSERT 2137855254 461453265 2021119982
QUERY 1673367139 781808597 2060164250
QUERY 970610666 211746160 1053605263
QUERY 1759881244 906506764 1553780491
QUERY 192528336 1782576003 1346838661
INSERT 533461169 1784946595 434025903
QUERY 548605500 396782214 274676472
QUERY 1080963337 1151310861 401833719
QUERY 118278541 558116811 1681198800
QUERY 1002920351 488390047 771558576
QUERY 1372961496 719933897 866521999
QUERY 1519411962 1786185230 302917064
QUERY 1950359181 1995002929 1751116166
QUERY 1439375281 1048030182 1719243800
QUERY 429995631 1862364560 923477232
INSERT 1536560858 1041755773 1633548651
QUERY 1997703731 426222665 1958265662
INSERT 1348486466 1189411100 982329703
QUERY 289533966 1317453229 634152376
QUERY 1536560858 1041755773 1633548651
QUERY 490018747 282999573 902065334
QUERY 423747560 856081734 773521459
QUERY 1848953299 1675189330 673831092
QUERY 1579962745 810973141 847884625
QUERY 2037295725 1979527921 491807249
QUERY 295511698 359973743 1395360190
QUERY 1842049516 1592267306 884156135
QUERY 775602837 733338456 1337404455
QUERY 533461169 1784946595 434025903
QUERY 520536956 1772129494 1620253731
QUERY 662851039 271087614 726684615
INSERT 1393882743 1410044203 948620278
QUERY 1900101012 950475700 1924481923
QUERY 2137105917 214494430 966682853
QUERY 1547726363 325646802 549854552
QUERY 1710106806 2012593205 1411339268
QUERY 474622016 739284601 1075959281
QUERY 181356192 711934211 1112659346
QUERY 375219901 41301022 1184260323
QUERY 464010208 1763389196 1792754339
QUERY 393961640 815336524 570931305
QUERY 1175066588 585011641 679956511
QUERY 752123382 415810493 1526323371
INSERT 1690790141 1496755988 418417325
QUERY 1130351536 370556942 770792924
QUERY 1403636013 493577236 2116247688
QUERY 2051467569 1054831760 1499479917
QUERY 167332793 243059899 442908661
QUERY 2134362122 923303325 160986996
QUERY 1687310368 842169497 882420311
QUERY 140317907 567211240 243454711
QUERY 1332139554 1256651693 2614463
QUERY 1937275456 1520007540 1854244478
QUERY 1033713588 340674107 1172769772
QUERY 1475026370 2124474668 1208661724
QUERY 429914841 1509463100 1670615300
QUERY 532130541 467147654 1431118082
QUERY 1000518295 374500417 1331380147
INSERT 764056026 892846389 165912765
QUERY 566068155 686937840 1057585091
QUERY 1410001034 1392242062 167686672
QUERY 539956701 990051133 25702313
QUERY 561027671 218220425 1864980417
QUERY 1713665592 248652834 503172589
QUERY 1967908361 517603779 681028965
QUERY 2004398492 61544189 2037079988
QUERY 1110743256 1926175908 1012408864
QUERY 933032693 1614963913 344785658
QUERY 1473231113 1799730805 1984315759
QUERY 1419659999 1672913670 52761949
QUERY 301414783 74372581 1210829522
QUERY 1728433301 89937205 1423412491
QUERY 1697390428 748075770 1599294029
QUERY 465309538 904789728 407350295
INSERT 1403673679 265641100 1740364308
QUERY 75496472 656884327 2111829668
QUERY 1011101225 621731334 703853410
QUERY 1628843015 1176367178 1039974352
INSERT 1035526339 65705492 1964851845
QUERY 2060661082 1403566392 734212932
QUERY 564009694 153312168 775121236
QUERY 1737225955 1996584220 74707036
QUERY 265202380 1405603088 1680489497
QUERY 1862803847 246656370 1819632375
QUERY 1628843015 1176367178 1039974352
QUERY 586818499 895442978 567366718
QUERY 1462368707 2021221255 582307257
QUERY 33620287 46255243 193989399
QUERY 549574439 1587474142 6698138
QUERY 2058407102 1073170134 1117707967
QUERY 833028166 387128225 1498594774
QUERY 186751512 604144920 1317042799
QUERY 564009694 153312168 775121236
QUERY 337517012 1574462150 665471606
QUERY 773795341 1825687315 651846489
QUERY 1559149479 2061959997 877189474
QUERY 1156297986 1134409811 520024957
QUERY 2074140095 1976843434 580579460
QUERY 1154809838 1690792875 1269882759
QUERY 2013669811 220672658 36231713
QUERY 1804382433 1241054477 172329068
QUERY 1643993510 897002163 2085033239
QUERY 1384893217 1731605179 1666022429
QUERY 607112418 1824797223 203526079
QUERY 1120467171 30525068 729023731
QUERY 2058983916 1400120111 1466774786
QUERY 684745312 616824147 1078070330
QUERY 234758695 1429764021 1179936675
QUERY 186751512 604144920 1317042799
QUERY 1819114272 1672248171 907242393
QUERY 2108851734 306331371 1395161339
QUERY 397632324 370684680 961750891
INSERT 1716922756 873251159 2073166911
QUERY 1746786044 1720959207 748041009
QUERY 453524958 609106978 1183862289
QUERY 348775284 911575836 1186283869
QUERY 758086500 984163952 1673986520
QUERY 864633198 945631987 399281726
QUERY 1241929554 1865616202 1274441025
QUERY 1241929554 1865616202 1274441025
QUERY 1541296771 949094968 1664136631
QUERY 1817532746 1554146287 317740689
QUERY 253801606 89744707 1307831025
QUERY 128733813 428149495 505610313
QUERY 1501661457 1817794271 672896699
QUERY 30203018 1673339219 269759045
QUERY 33620287 46255243 193989399
QUERY 1851657924 1873740305 1371914372
QUERY 1342092313 455652953 175515940
QUERY 265260648 1618792603 1755523344
QUERY 36189191 1755498087 1935382343
QUERY 656348256 480014091 1820947547
QUERY 1725918294 74646481 1281166337
QUERY 58328026 225378153 89181911
QUERY 1013700477 412666638 1353164275
QUERY 1466539427 1102862768 1029649550
QUERY 94624855 1737763605 1537681153
QUERY 442218641 2109596834 2002850323
INSERT 337149536 1426997964 1060271435
QUERY 1804382433 1241054477 172329068
QUERY 1261300662 1748411176 1609107461
QUERY 33620287 46255243 193989399
QUERY 582952788 813255140 1822962620
QUERY 1519672087 1313699638 2074485240
QUERY 1609304492 1395710305 699271865
QUERY 1035526339 65705492 1964851845
INSERT 1914955598 2127891680 1918401316
QUERY 1037733673 1955122319 191522597
QUERY 1130146946 155104989 78632883
QUERY 539956701 990051133 25702313
QUERY 474622016 739284601 1075959281
QUERY 2009317966 1554798183 217072309
QUERY 1412242518 427838907 2026232398
QUERY 654956399 952600291 1914009352
QUERY 1709083796 1785528563 38194224
QUERY 1289999769 271434996 1540990542
QUERY 818816307 194138554 1168482746
QUERY 1089333231 2077490645 162362776
QUERY 1012478747 1470352357 791080224
QUERY 1094541892 525691486 1045171307
QUERY 1250814047 165511263 1610595796
QUERY 1648790020 1478382927 194068126
QUERY 1062750248 262265677 1137988968
QUERY 1958093279 743607945 1411659541
QUERY 515371913 1614856957 2057594831
QUERY 1064368800 1616888627 2004470866
QUERY 1216987289 1932248042 689896037
QUERY 1828078428 1211515600 1259276863
INSERT 1798804054 616178157 148802400
INSERT 1285825699 300775401 508601488
QUERY 1136255347 802359914 505158336
QUERY 1299905063 224817891 138336841
QUERY 1322871109 126901399 1436099
QUERY 1860767240 2095824640 1487892288
QUERY 2087505778 1815829283 615680340
QUERY 1348633839 1998877996 1843624492
QUERY 1698110147 1124379133 1155181896
QUERY 545228430 899521062 1243100619
QUERY 2058729108 2049807214 1546175799
QUERY 1907991608 967398146 679867555
QUERY 827359955 264599733 1553655171
QUERY 1146364245 296656320 2078710560
INSERT 912336660 689152163 134375921
QUERY 1446914142 366912059 655899218
QUERY 987483331 12695617 1583647188
QUERY 1434183937 1294361403 1424693997
QUERY 186751512 604144920 1317042799
QUERY 713006869 1539919824 349383604
QUERY 280610517 526597347 601429157
INSERT 660973268 598140667 418158847
QUERY 1074058065 1080973967 1850584580
QUERY 1286748120 942571171 669454146
QUERY 2094148144 920701693 34205783
QUERY 778277841 606350564 1020932593
QUERY 2137855254 461453265 2021119982
QUERY 1763583943 182057632 1700075831
QUERY 476782565 1880794438 2024429064
QUERY 1750467441 1999630502 617708265
QUERY 259985903 429924840 1440242877
QUERY 213460922 383640613 624761078
QUERY 1231111642 1542319240 1332632472
QUERY 1192438986 1275706849 1387073059
QUERY 1159980087 565567347 1811113133
QUERY 912336660 689152163 134375921
QUERY 1468046328 889353579 791870751
QUERY 1141305581 127076856 395573730
QUERY 916960377 539381000 1982949577
QUERY 2022311740 439451622 916968810
QUERY 423159819 337381862 839021121
QUERY 1698110147 1124379133 1155181896
QUERY 566068155 686937840 1057585091
QUERY 912336660 689152163 134375921
QUERY 1040169528 517988811 1871442900
QUERY 1124221226 939151041 598281009
QUERY 1062750248 262265677 1137988968
QUERY 2103197941 2120604514 367077350
QUERY 186751512 604144920 1317042799
QUERY 1509588966 1689374323 2093359838
QUERY 572264571 548428069 1617145755
QUERY 1348486466 1189411100 982329703
QUERY 186751512 604144920 1317042799
QUERY 690142900 126689554 2134225805
QUERY 1716922756 873251159 2073166911
QUERY 1923230171 1851033901 541580811
QUERY 442255813 129620730 1944515584
QUERY 1001237057 1863203939 372987454
QUERY 892314395 1241778852 1242874389
QUERY 2003973273 314414243 346817928
QUERY 2013438674 1455740652 1772092654
QUERY 185269158 317880442 1465220512
QUERY 545432661 979255411 124860708
QUERY 410426809 966858195 559090636
QUERY 1376934939 1387066871 1077908489
QUERY 2060317947 506258940 1380593410
QUERY 161502409 950835775 670228392
QUERY 1348486466 1189411100 982329703
QUERY 1965350909 696737909 153974638
QUERY 406769896 674850646 620827706
QUERY 1031254515 301237213 84685320
QUERY 359496247 540496524 297438879
QUERY 983873080 26209837 1172246046
QUERY 2013438674 1455740652 1772092654
QUERY 564009694 153312168 775121236
QUERY 337149536 1426997964 1060271435
INSERT 223222510 427006141 1709799546
QUERY 1986989543 1595111785 1019711615
QUERY 1400944700 184471190 1679575797
QUERY 509199466 181543141 1527749692
QUERY 2108851734 306331371 1395161339
QUERY 827359955 264599733 1553655171
QUERY 549574439 1587474142 6698138
QUERY 1208660114 1626140557 1976800060
QUERY 16936221 1123896612 689712110
QUERY 2009791661 1145702005 1370990174
QUERY 1852900243 1942314952 1033800986
QUERY 660973268 598140667 418158847
QUERY 1192459293 1573133210 1849648239
QUERY 706701320 1512014419 1276423940
QUERY 491451745 53021182 701836645
QUERY 446593949 654383693 605041305
QUERY 474622016 739284601 1075959281
QUERY 1418272875 1485441273 462107698
QUERY 1290566611 409390725 1013916483
QUERY 1769127104 1031203858 983571957
QUERY 604774419 1302369499 1087783652
QUERY 1986989543 1595111785 1019711615
QUERY 539956701 990051133 25702313
INSERT 793978821 1120669870 665969699
QUERY 30203018 1673339219 269759045
QUERY 793978821 1120669870 665969699
QUERY 1113056973 616746341 1424061963
QUERY 1146511265 1931147417 834886215
QUERY 1428177667 979977449 1156120957
QUERY 598244747 757569969 2010694644
QUERY 1062750248 262265677 1137988968
QUERY 1473231113 1799730805 1984315759
QUERY 2048129802 940620281 505440916
QUERY 163101677 1174548637 2007516620
QUERY 1080963337 1151310861 401833719
QUERY 250246430 1938456833 1474207879
QUERY 1129839945 983183995 656464454
QUERY 549574439 1587474142 6698138
QUERY 961210138 758897313 507600253
QUERY 440005406 780885369 1021563499
QUERY 1628843015 1176367178 1039974352
QUERY 53467643 85711886 592067639
QUERY 1675498339 781578269 2060427122
QUERY 1403673679 265641100 1740364308
QUERY 1118162510 1397466806 508021874
QUERY 1469232013 175061473 374364143
QUERY 1822584678 216397523 2000181553
QUERY 1900101012 950475700 1924481923
QUERY 306499112 1661313747 1940389290
QUERY 1853332765 1735626168 1870240095
QUERY 1981595141 894680197 1439567537
QUERY 1628843015 1176367178 1039974352
QUERY 1819114272 1672248171 907242393
QUERY 1120264851 462911166 1721646222
QUERY 2013669811 220672658 36231713
QUERY 885089167 1283510739 443112305
QUERY 1202925679 1677297856 1327290714
QUERY 1716922756 873251159 2073166911
QUERY 549574439 1587474142 6698138
QUERY 2130008773 2052758064 2122120242
QUERY 410313699 97372445 461411200
QUERY 347975312 1274324528 1756634648
QUERY 545228430 899521062 1243100619
QUERY 182792027 2081379949 662753491
QUERY 1409169559 1419920143 2126978894
QUERY 927375290 1930223913 891040965
QUERY 2060968929 1281075264 799626284
QUERY 2077174231 1061796013 1686210526
QUERY 1842049516 1592267306 884156135
QUERY 1779554172 2137210385 399747517
QUERY 1541220915 1401729351 1882383729
QUERY 1126801807 1239122311 1346564906
QUERY 8488885 748169828 153920553
QUERY 26335091 817498837 1432362105
QUERY 2094873559 812362478 1939977185
QUERY 264927811 1237196155 1064015296
QUERY 566061763 681592523 342853413
QUERY 1154809838 1690792875 1269882759
QUERY 284249736 990693384 925089902
QUERY 933578787 1193535804 656191301
QUERY 457581839 335060645 262984484
QUERY 126183778 1623186587 1506395228
QUERY 596107735 1545049386 941130537
QUERY 533461169 1784946595 434025903
QUERY 17178990 1092636611 1048037100
QUERY 1760394669 701576379 324919136
QUERY 755543034 2087623698 608976607
QUERY 556562888 1574745453 1374280763
INSERT 1700929231 849983702 260966381
QUERY 857074116 1579529059 1531744990
QUERY 1716922756 873251159 2073166911
QUERY 1986989543 1595111785 1019711615
QUERY 1461873889 1094210088 530490154
QUERY 41431583 223475286 395521383
QUERY 868028473 684121203 1693490151
QUERY 607401145 297534251 1847960363
QUERY 1535423743 556732853 713460820
QUERY 596814003 697840622 2020816471
QUERY 1221957453 1838839963 1303103335
INSERT 639873350 1860334103 1822693790
QUERY 326663394 846795220 1021142335
QUERY 660973268 598140667 418158847
QUERY 1819114272 1672248171 907242393
QUERY 1760394669 701576379 324919136
QUERY 2132045219 1682556914 1612440728
QUERY 1994976666 1734764277 82786831
QUERY 549574439 1587474142 6698138
INSERT 376825500 1570172889 1113684574
QUERY 1559092666 790960766 1611466
QUERY 1145567360 641373944 1060101325
QUERY 2013438674 1455740652 1772092654
QUERY 1226607396 1634472212 1434573532
QUERY 1520240516 659404266 1999053965
QUERY 1651941377 973336625 367270458
QUERY 334081190 835509461 1521704686
QUERY 1895864717 841468910 295587664
QUERY 936961608 1261608795 1828734612
QUERY 2115002652 1992786683 73111466
QUERY 1435218285 1774112122 374772060
QUERY 2041769718 1061465413 1019278604
QUERY 223222510 427006141 1709799546
QUERY 1716922756 873251159 2073166911
QUERY 1300491393 1922483802 363428906
QUERY 1300390514 616124011 1443287388
QUERY 219100529 858573802 776539802
QUERY 768662878 1972230625 570214759
QUERY 222425161 1842421112 1571209051
QUERY 1413014858 1235554677 1928710143
QUERY 939651302 58809430 1921875930
QUERY 1019562199 1295187962 251794318
QUERY 1029075514 1006146078 1656387294
QUERY 2134567378 1325633631 2135703303
QUERY 2025604277 519304399 690358559
QUERY 605775361 753453072 159952868
QUERY 1395507545 2074554550 607276333
QUERY 474622016 739284601 1075959281
QUERY 654956399 952600291 1914009352
QUERY 1706328054 1576225318 32316704
QUERY 1119117134 626822172 357777245
QUERY 1848192063 130043856 422084187
QUERY 1027859548 1783889156 1809084936
QUERY 1640113260 2072629003 1542323197
QUERY 1700548969 1209537701 178265668
QUERY 1661563927 1603290742 700021832
QUERY 556281747 1105004362 1462350139
QUERY 1220658657 1510965983 1625070410
QUERY 509199466 181543141 1527749692
QUERY 884590459 1918713090 1430377247
QUERY 816949577 1976316442 2102396041
QUERY 900226476 1660327933 1617574668
QUERY 1131654948 982742001 1382023448
QUERY 1501661457 1817794271 672896699
QUERY 1137673577 1841007058 1356165488
QUERY 1940470591 334949612 60367172
QUERY 506903153 1788637284 540173181
QUERY 33620287 46255243 193989399
QUERY 259845582 1888671933 2078079563
QUERY 1771031310 1847753196 1162577843
QUERY 1800998574 818237543 80656851
QUERY 1122393259 493804476 2138537957
QUERY 2013438674 1455740652 1772092654
QUERY 1403636013 493577236 2116247688
